Frequency(GHz),length of patch in mm,width of patch in mm,length of substrate in mm,width of Substrate in mm,Area of Slots(mm^2),Radius of Circular Slot(mm),S11(dB)
6.949999809,27,38,65,65,58.2656,4,-4.275199968
6.954999924,27,38,65,65,58.2656,4,-4.322465299
6.960000038,27,38,65,65,58.2656,4,-4.369104319
6.965000153,27,38,65,65,58.2656,4,-4.414959511
6.96999979,27,38,65,65,58.2656,4,-4.459923978
6.974999905,27,38,65,65,58.2656,4,-4.50394218
6.980000019,27,38,65,65,58.2656,4,-4.547017808
6.985000134,27,38,65,65,58.2656,4,-4.589213055
6.989999771,27,38,65,65,58.2656,4,-4.630652514
6.994999886,27,38,65,65,58.2656,4,-4.671515164
7,27,38,65,65,58.2656,4,-4.712038135
2,27,38,59,76,68.264,4,-0.453001857
2.005000114,27,38,59,76,68.264,4,-0.45719541
2.00999999,27,38,59,76,68.264,4,-0.467876785
2.015000105,27,38,59,76,68.264,4,-0.484838764
2.019999981,27,38,59,76,68.264,4,-0.507710898
2.025000095,27,38,59,76,68.264,4,-0.535961539
2.029999971,27,38,59,76,68.264,4,-0.568914459
2.035000086,27,38,59,76,68.264,4,-0.605751787
2.039999962,27,38,59,76,68.264,4,-0.645540259
2.045000076,27,38,59,76,68.264,4,-0.687245892
2.049999952,27,38,59,76,68.264,4,-0.729755804
2.055000067,27,38,59,76,68.264,4,-0.771920819
2.059999943,27,38,59,76,68.264,4,-0.812573954
2.065000057,27,38,59,76,68.264,4,-0.850582849
2.069999933,27,38,59,76,68.264,4,-0.884880244
2.075000048,27,38,59,76,68.264,4,-0.914509308
2.079999924,27,38,59,76,68.264,4,-0.93867033
2.085000038,27,38,59,76,68.264,4,-0.956737996
2.089999914,27,38,59,76,68.264,4,-0.968312566
2.095000029,27,38,59,76,68.264,4,-0.97322188
2.099999905,27,38,59,76,68.264,4,-0.971535506
2.105000019,27,38,59,76,68.264,4,-0.963565364
2.109999895,27,38,59,76,68.264,4,-0.949841662
2.11500001,27,38,59,76,68.264,4,-0.931101941
2.119999886,27,38,59,76,68.264,4,-0.908245209
2.125,27,38,59,76,68.264,4,-0.882301786
2.130000114,27,38,59,76,68.264,4,-0.854393365
2.13499999,27,38,59,76,68.264,4,-0.825682768
2.140000105,27,38,59,76,68.264,4,-0.797345618
2.144999981,27,38,59,76,68.264,4,-0.770523268
2.150000095,27,38,59,76,68.264,4,-0.746306072
2.154999971,27,38,59,76,68.264,4,-0.725687563
2.160000086,27,38,59,76,68.264,4,-0.709559345
2.164999962,27,38,59,76,68.264,4,-0.698682996
2.170000076,27,38,59,76,68.264,4,-0.693683035
2.174999952,27,38,59,76,68.264,4,-0.695034457
2.180000067,27,38,59,76,68.264,4,-0.703056881
2.184999943,27,38,59,76,68.264,4,-0.717910797
2.190000057,27,38,59,76,68.264,4,-0.739596539
2.194999933,27,38,59,76,68.264,4,-0.767951367
2.200000048,27,38,59,76,68.264,4,-0.802654525
2.204999924,27,38,59,76,68.264,4,-0.843230837
2.210000038,27,38,59,76,68.264,4,-0.889055645
2.214999914,27,38,59,76,68.264,4,-0.939367505
2.220000029,27,38,59,76,68.264,4,-0.993283512
2.224999905,27,38,59,76,68.264,4,-1.049810119
2.230000019,27,38,59,76,68.264,4,-1.107877194
2.234999895,27,38,59,76,68.264,4,-1.166359435
2.24000001,27,38,59,76,68.264,4,-1.224115039
2.244999886,27,38,59,76,68.264,4,-1.280024126
2.25,27,38,59,76,68.264,4,-1.333030647
2.255000114,27,38,59,76,68.264,4,-1.382191122
2.25999999,27,38,59,76,68.264,4,-1.426718687
2.265000105,27,38,59,76,68.264,4,-1.466024682
2.269999981,27,38,59,76,68.264,4,-1.499754374
2.275000095,27,38,59,76,68.264,4,-1.527816427
2.279999971,27,38,59,76,68.264,4,-1.550400384
2.285000086,27,38,59,76,68.264,4,-1.56797369
2.289999962,27,38,59,76,68.264,4,-1.581283771
2.295000076,27,38,59,76,68.264,4,-1.591331985
2.299999952,27,38,59,76,68.264,4,-1.599346836
2.305000067,27,38,59,76,68.264,4,-1.606749681
2.309999943,27,38,59,76,68.264,4,-1.615115923
2.315000057,27,38,59,76,68.264,4,-1.626136003
2.319999933,27,38,59,76,68.264,4,-1.641579318
2.325000048,27,38,59,76,68.264,4,-1.66326159
2.329999924,27,38,59,76,68.264,4,-1.693018228
2.335000038,27,38,59,76,68.264,4,-1.732687764
2.339999914,27,38,59,76,68.264,4,-1.784093863
2.345000029,27,38,59,76,68.264,4,-1.849043177
2.349999905,27,38,59,76,68.264,4,-1.929326779
2.355000019,27,38,59,76,68.264,4,-2.026724132
2.359999895,27,38,59,76,68.264,4,-2.143017598
2.36500001,27,38,59,76,68.264,4,-2.280010853
2.369999886,27,38,59,76,68.264,4,-2.439549576
2.375,27,38,59,76,68.264,4,-2.623553466
2.380000114,27,38,59,76,68.264,4,-2.834047153
2.38499999,27,38,59,76,68.264,4,-3.073205836
2.390000105,27,38,59,76,68.264,4,-3.343403935
2.394999981,27,38,59,76,68.264,4,-3.64727072
2.400000095,27,38,59,76,68.264,4,-3.987781146
2.404999971,27,38,59,76,68.264,4,-4.368329635
2.410000086,27,38,59,76,68.264,4,-4.792864941
2.414999962,27,38,59,76,68.264,4,-5.266040584
2.420000076,27,38,59,76,68.264,4,-5.793415978
2.424999952,27,38,59,76,68.264,4,-6.381731328
2.430000067,27,38,59,76,68.264,4,-7.03926646
2.434999943,27,38,59,76,68.264,4,-7.776344009
2.440000057,27,38,59,76,68.264,4,-8.606026325
2.444999933,27,38,59,76,68.264,4,-9.545039084
2.450000048,27,38,59,76,68.264,4,-10.61501379
2.454999924,27,38,59,76,68.264,4,-11.84390086
2.460000038,27,38,59,76,68.264,4,-13.2666786
2.464999914,27,38,59,76,68.264,4,-14.92158282
2.470000029,27,38,59,76,68.264,4,-16.82622855
2.474999905,27,38,59,76,68.264,4,-18.87639535
2.480000019,27,38,59,76,68.264,4,-20.54736039
2.484999895,27,38,59,76,68.264,4,-20.77681589
2.49000001,27,38,59,76,68.264,4,-19.37675555
2.494999886,27,38,59,76,68.264,4,-17.38547927
2.5,27,38,59,76,68.264,4,-15.47353806
2.505000114,27,38,59,76,68.264,4,-13.80476435
2.50999999,27,38,59,76,68.264,4,-12.37501778
2.515000105,27,38,59,76,68.264,4,-11.14711194
2.519999981,27,38,59,76,68.264,4,-10.08453782
2.525000095,27,38,59,76,68.264,4,-9.157611621
2.529999971,27,38,59,76,68.264,4,-8.343232639
2.535000086,27,38,59,76,68.264,4,-7.623505187
2.539999962,27,38,59,76,68.264,4,-6.984443453
2.545000076,27,38,59,76,68.264,4,-6.414968096
2.549999952,27,38,59,76,68.264,4,-5.906163528
2.555000067,27,38,59,76,68.264,4,-5.450751193
2.559999943,27,38,59,76,68.264,4,-5.042688711
2.565000057,27,38,59,76,68.264,4,-4.676893743
2.569999933,27,38,59,76,68.264,4,-4.349022421
2.575000048,27,38,59,76,68.264,4,-4.055311511
2.579999924,27,38,59,76,68.264,4,-3.792463499
2.585000038,27,38,59,76,68.264,4,-3.557542514
2.589999914,27,38,59,76,68.264,4,-3.347912109
2.595000029,27,38,59,76,68.264,4,-3.161174547
2.599999905,27,38,59,76,68.264,4,-2.995121785
2.605000019,27,38,59,76,68.264,4,-2.84772082
2.609999895,27,38,59,76,68.264,4,-2.717067706
2.61500001,27,38,59,76,68.264,4,-2.601381571
2.619999886,27,38,59,76,68.264,4,-2.498986512
2.625,27,38,59,76,68.264,4,-2.40830771
2.630000114,27,38,59,76,68.264,4,-2.327861198
2.63499999,27,38,59,76,68.264,4,-2.256258746
2.640000105,27,38,59,76,68.264,4,-2.192198161
2.644999981,27,38,59,76,68.264,4,-2.134486528
2.650000095,27,38,59,76,68.264,4,-2.082020298
2.654999971,27,38,59,76,68.264,4,-2.033808133
2.660000086,27,38,59,76,68.264,4,-1.988966003
2.664999962,27,38,59,76,68.264,4,-1.94672484
2.670000076,27,38,59,76,68.264,4,-1.906433589
2.674999952,27,38,59,76,68.264,4,-1.86755519
2.680000067,27,38,59,76,68.264,4,-1.829670824
2.684999943,27,38,59,76,68.264,4,-1.792469843
2.690000057,27,38,59,76,68.264,4,-1.755748673
2.694999933,27,38,59,76,68.264,4,-1.719396463
2.700000048,27,38,59,76,68.264,4,-1.683391032
2.704999924,27,38,59,76,68.264,4,-1.647781208
2.710000038,27,38,59,76,68.264,4,-1.612673894
2.714999914,27,38,59,76,68.264,4,-1.578223156
2.720000029,27,38,59,76,68.264,4,-1.544612608
2.724999905,27,38,59,76,68.264,4,-1.512043199
2.730000019,27,38,59,76,68.264,4,-1.48072224
2.734999895,27,38,59,76,68.264,4,-1.450848138
2.74000001,27,38,59,76,68.264,4,-1.422604674
2.744999886,27,38,59,76,68.264,4,-1.396144441
2.75,27,38,59,76,68.264,4,-1.371595426
2.755000114,27,38,59,76,68.264,4,-1.349040991
2.75999999,27,38,59,76,68.264,4,-1.328528962
2.765000105,27,38,59,76,68.264,4,-1.310061857
2.769999981,27,38,59,76,68.264,4,-1.2935996
2.775000095,27,38,59,76,68.264,4,-1.279062907
2.779999971,27,38,59,76,68.264,4,-1.266333327
2.785000086,27,38,59,76,68.264,4,-1.255259256
2.789999962,27,38,59,76,68.264,4,-1.245658987
2.795000076,27,38,59,76,68.264,4,-1.237327245
2.799999952,27,38,59,76,68.264,4,-1.230048555
2.805000067,27,38,59,76,68.264,4,-1.223590353
2.809999943,27,38,59,76,68.264,4,-1.217721975
2.815000057,27,38,59,76,68.264,4,-1.212216661
2.819999933,27,38,59,76,68.264,4,-1.20686516
2.825000048,27,38,59,76,68.264,4,-1.201472296
2.829999924,27,38,59,76,68.264,4,-1.19586836
2.835000038,27,38,59,76,68.264,4,-1.189917136
2.839999914,27,38,59,76,68.264,4,-1.183511347
2.845000029,27,38,59,76,68.264,4,-1.176584576
2.849999905,27,38,59,76,68.264,4,-1.169103804
2.855000019,27,38,59,76,68.264,4,-1.161074554
2.859999895,27,38,59,76,68.264,4,-1.152539856
2.86500001,27,38,59,76,68.264,4,-1.143569611
2.869999886,27,38,59,76,68.264,4,-1.134267214
2.875,27,38,59,76,68.264,4,-1.124757487
2.880000114,27,38,59,76,68.264,4,-1.115184292
2.88499999,27,38,59,76,68.264,4,-1.10570264
2.890000105,27,38,59,76,68.264,4,-1.096469998
2.894999981,27,38,59,76,68.264,4,-1.087649741
2.900000095,27,38,59,76,68.264,4,-1.079392555
2.904999971,27,38,59,76,68.264,4,-1.071837657
2.910000086,27,38,59,76,68.264,4,-1.065106884
2.914999962,27,38,59,76,68.264,4,-1.059300847
2.920000076,27,38,59,76,68.264,4,-1.054494228
2.924999952,27,38,59,76,68.264,4,-1.050733424
2.930000067,27,38,59,76,68.264,4,-1.048035861
2.934999943,27,38,59,76,68.264,4,-1.046384687
2.940000057,27,38,59,76,68.264,4,-1.045740341
2.944999933,27,38,59,76,68.264,4,-1.046026632
2.950000048,27,38,59,76,68.264,4,-1.047148376
2.954999924,27,38,59,76,68.264,4,-1.048984645
2.960000038,27,38,59,76,68.264,4,-1.051391827
2.964999914,27,38,59,76,68.264,4,-1.054218078
2.970000029,27,38,59,76,68.264,4,-1.057298094
2.974999905,27,38,59,76,68.264,4,-1.060464371
2.980000019,27,38,59,76,68.264,4,-1.063551311
2.984999895,27,38,59,76,68.264,4,-1.066402321
2.99000001,27,38,59,76,68.264,4,-1.068871305
2.994999886,27,38,59,76,68.264,4,-1.070831718
3,27,38,59,76,68.264,4,-1.072182509
3.005000114,27,38,59,76,68.264,4,-1.072844589
3.00999999,27,38,59,76,68.264,4,-1.072774768
3.015000105,27,38,59,76,68.264,4,-1.071954308
3.019999981,27,38,59,76,68.264,4,-1.070401774
3.025000095,27,38,59,76,68.264,4,-1.068166141
3.029999971,27,38,59,76,68.264,4,-1.065324487
3.035000086,27,38,59,76,68.264,4,-1.0619853
3.039999962,27,38,59,76,68.264,4,-1.058278156
3.045000076,27,38,59,76,68.264,4,-1.054352552
3.049999952,27,38,59,76,68.264,4,-1.050373627
3.055000067,27,38,59,76,68.264,4,-1.046516685
3.059999943,27,38,59,76,68.264,4,-1.042958254
3.065000057,27,38,59,76,68.264,4,-1.039872562
3.069999933,27,38,59,76,68.264,4,-1.037430997
3.075000048,27,38,59,76,68.264,4,-1.035785607
3.079999924,27,38,59,76,68.264,4,-1.03507621
3.085000038,27,38,59,76,68.264,4,-1.03541688
3.089999914,27,38,59,76,68.264,4,-1.036898476
3.095000029,27,38,59,76,68.264,4,-1.039582209
3.099999905,27,38,59,76,68.264,4,-1.043499947
3.105000019,27,38,59,76,68.264,4,-1.0486528
3.109999895,27,38,59,76,68.264,4,-1.055010717
3.11500001,27,38,59,76,68.264,4,-1.062512794
3.119999886,27,38,59,76,68.264,4,-1.071068908
3.125,27,38,59,76,68.264,4,-1.080565222
3.130000114,27,38,59,76,68.264,4,-1.090861301
3.13499999,27,38,59,76,68.264,4,-1.101803856
3.140000105,27,38,59,76,68.264,4,-1.113221906
3.144999981,27,38,59,76,68.264,4,-1.124938319
3.150000095,27,38,59,76,68.264,4,-1.136773371
3.154999971,27,38,59,76,68.264,4,-1.148553561
3.160000086,27,38,59,76,68.264,4,-1.160113095
3.164999962,27,38,59,76,68.264,4,-1.17130189
3.170000076,27,38,59,76,68.264,4,-1.181993914
3.174999952,27,38,59,76,68.264,4,-1.192090023
3.180000067,27,38,59,76,68.264,4,-1.20152011
3.184999943,27,38,59,76,68.264,4,-1.21024907
3.190000057,27,38,59,76,68.264,4,-1.218280325
3.194999933,27,38,59,76,68.264,4,-1.225652574
3.200000048,27,38,59,76,68.264,4,-1.232443816
3.204999924,27,38,59,76,68.264,4,-1.238767573
3.210000038,27,38,59,76,68.264,4,-1.244770072
3.214999914,27,38,59,76,68.264,4,-1.250629739
3.220000029,27,38,59,76,68.264,4,-1.256548116
3.224999905,27,38,59,76,68.264,4,-1.262748724
3.230000019,27,38,59,76,68.264,4,-1.269466508
3.234999895,27,38,59,76,68.264,4,-1.276949148
3.24000001,27,38,59,76,68.264,4,-1.28544246
3.244999886,27,38,59,76,68.264,4,-1.295189727
3.25,27,38,59,76,68.264,4,-1.306425859
3.255000114,27,38,59,76,68.264,4,-1.319365457
3.25999999,27,38,59,76,68.264,4,-1.334203264
3.265000105,27,38,59,76,68.264,4,-1.351114879
3.269999981,27,38,59,76,68.264,4,-1.370241616
3.275000095,27,38,59,76,68.264,4,-1.391692224
3.279999971,27,38,59,76,68.264,4,-1.415547056
3.285000086,27,38,59,76,68.264,4,-1.441850202
3.289999962,27,38,59,76,68.264,4,-1.470610635
3.295000076,27,38,59,76,68.264,4,-1.501807501
3.299999952,27,38,59,76,68.264,4,-1.535387179
3.305000067,27,38,59,76,68.264,4,-1.571271131
3.309999943,27,38,59,76,68.264,4,-1.609355065
3.315000057,27,38,59,76,68.264,4,-1.649518253
3.319999933,27,38,59,76,68.264,4,-1.691630215
3.325000048,27,38,59,76,68.264,4,-1.735553481
3.329999924,27,38,59,76,68.264,4,-1.781157025
3.335000038,27,38,59,76,68.264,4,-1.828315756
3.339999914,27,38,59,76,68.264,4,-1.876929038
3.345000029,27,38,59,76,68.264,4,-1.92692459
3.349999905,27,38,59,76,68.264,4,-1.978264329
3.355000019,27,38,59,76,68.264,4,-2.030960567
3.359999895,27,38,59,76,68.264,4,-2.085072323
3.36500001,27,38,59,76,68.264,4,-2.140722842
3.369999886,27,38,59,76,68.264,4,-2.198099008
3.375,27,38,59,76,68.264,4,-2.257454419
3.380000114,27,38,59,76,68.264,4,-2.319119275
3.38499999,27,38,59,76,68.264,4,-2.38349909
3.390000105,27,38,59,76,68.264,4,-2.451065498
3.394999981,27,38,59,76,68.264,4,-2.522375999
3.400000095,27,38,59,76,68.264,4,-2.598048463
3.404999971,27,38,59,76,68.264,4,-2.678781292
3.410000086,27,38,59,76,68.264,4,-2.765335932
3.414999962,27,38,59,76,68.264,4,-2.858538039
3.420000076,27,38,59,76,68.264,4,-2.959274199
3.424999952,27,38,59,76,68.264,4,-3.068496284
3.430000067,27,38,59,76,68.264,4,-3.187207914
3.434999943,27,38,59,76,68.264,4,-3.316476231
3.440000057,27,38,59,76,68.264,4,-3.457428289
3.444999933,27,38,59,76,68.264,4,-3.611251325
3.450000048,27,38,59,76,68.264,4,-3.779207764
3.454999924,27,38,59,76,68.264,4,-3.962630484
3.460000038,27,38,59,76,68.264,4,-4.162945283
3.464999914,27,38,59,76,68.264,4,-4.38167732
3.470000029,27,38,59,76,68.264,4,-4.620476969
3.474999905,27,38,59,76,68.264,4,-4.881137749
3.480000019,27,38,59,76,68.264,4,-5.165628207
3.484999895,27,38,59,76,68.264,4,-5.476134973
3.49000001,27,38,59,76,68.264,4,-5.815101189
3.494999886,27,38,59,76,68.264,4,-6.185304579
3.5,27,38,59,76,68.264,4,-6.589918522
3.505000114,27,38,59,76,68.264,4,-7.032633924
3.50999999,27,38,59,76,68.264,4,-7.517781081
3.515000105,27,38,59,76,68.264,4,-8.050527718
3.519999981,27,38,59,76,68.264,4,-8.637119542
3.525000095,27,38,59,76,68.264,4,-9.285226004
3.529999971,27,38,59,76,68.264,4,-10.00443598
3.535000086,27,38,59,76,68.264,4,-10.80695523
3.539999962,27,38,59,76,68.264,4,-11.70865161
3.545000076,27,38,59,76,68.264,4,-12.73064341
3.549999952,27,38,59,76,68.264,4,-13.9017288
3.555000067,27,38,59,76,68.264,4,-15.26220214
3.559999943,27,38,59,76,68.264,4,-16.86954872
3.565000057,27,38,59,76,68.264,4,-18.80509802
3.569999933,27,38,59,76,68.264,4,-21.16835263
3.575000048,27,38,59,76,68.264,4,-23.96146701
3.579999924,27,38,59,76,68.264,4,-26.3717924
3.585000038,27,38,59,76,68.264,4,-26.01772848
3.589999914,27,38,59,76,68.264,4,-23.39408916
3.595000029,27,38,59,76,68.264,4,-20.71283459
3.599999905,27,38,59,76,68.264,4,-18.48769146
3.605000019,27,38,59,76,68.264,4,-16.66861508
3.609999895,27,38,59,76,68.264,4,-15.15711988
3.61500001,27,38,59,76,68.264,4,-13.87732358
3.619999886,27,38,59,76,68.264,4,-12.77592195
3.625,27,38,59,76,68.264,4,-11.81539801
3.630000114,27,38,59,76,68.264,4,-10.96875372
3.63499999,27,38,59,76,68.264,4,-10.21606186
3.640000105,27,38,59,76,68.264,4,-9.542237769
3.644999981,27,38,59,76,68.264,4,-8.935608119
3.650000095,27,38,59,76,68.264,4,-8.386947875
3.654999971,27,38,59,76,68.264,4,-7.88883785
3.660000086,27,38,59,76,68.264,4,-7.435208133
3.664999962,27,38,59,76,68.264,4,-7.021020518
3.670000076,27,38,59,76,68.264,4,-6.642034825
3.674999952,27,38,59,76,68.264,4,-6.294637824
3.680000067,27,38,59,76,68.264,4,-5.97571776
3.684999943,27,38,59,76,68.264,4,-5.68256641
3.690000057,27,38,59,76,68.264,4,-5.412801852
3.694999933,27,38,59,76,68.264,4,-5.164313797
3.700000048,27,38,59,76,68.264,4,-4.935215827
3.704999924,27,38,59,76,68.264,4,-4.723815363
3.710000038,27,38,59,76,68.264,4,-4.528577017
3.714999914,27,38,59,76,68.264,4,-4.348106536
3.720000029,27,38,59,76,68.264,4,-4.181132068
3.724999905,27,38,59,76,68.264,4,-4.026485451
3.730000019,27,38,59,76,68.264,4,-3.883097412
3.734999895,27,38,59,76,68.264,4,-3.749983809
3.74000001,27,38,59,76,68.264,4,-3.626238409
3.744999886,27,38,59,76,68.264,4,-3.511027264
3.75,27,38,59,76,68.264,4,-3.403585691
3.755000114,27,38,59,76,68.264,4,-3.303211807
3.75999999,27,38,59,76,68.264,4,-3.209262535
3.765000105,27,38,59,76,68.264,4,-3.121150835
3.769999981,27,38,59,76,68.264,4,-3.038345989
3.775000095,27,38,59,76,68.264,4,-2.960363498
3.779999971,27,38,59,76,68.264,4,-2.88677001
3.785000086,27,38,59,76,68.264,4,-2.817178108
3.789999962,27,38,59,76,68.264,4,-2.751236615
3.795000076,27,38,59,76,68.264,4,-2.688641279
3.799999952,27,38,59,76,68.264,4,-2.629118113
3.805000067,27,38,59,76,68.264,4,-2.572428169
3.809999943,27,38,59,76,68.264,4,-2.518363786
3.815000057,27,38,59,76,68.264,4,-2.466740591
3.819999933,27,38,59,76,68.264,4,-2.417406409
3.825000048,27,38,59,76,68.264,4,-2.370219597
3.829999924,27,38,59,76,68.264,4,-2.325067787
3.835000038,27,38,59,76,68.264,4,-2.281844331
3.839999914,27,38,59,76,68.264,4,-2.24046158
3.845000029,27,38,59,76,68.264,4,-2.200845805
3.849999905,27,38,59,76,68.264,4,-2.162926888
3.855000019,27,38,59,76,68.264,4,-2.126645973
3.859999895,27,38,59,76,68.264,4,-2.091949439
3.86500001,27,38,59,76,68.264,4,-2.058790087
3.869999886,27,38,59,76,68.264,4,-2.027124137
3.875,27,38,59,76,68.264,4,-1.99691481
3.880000114,27,38,59,76,68.264,4,-1.968124518
3.88499999,27,38,59,76,68.264,4,-1.940719496
3.890000105,27,38,59,76,68.264,4,-1.914670656
3.894999981,27,38,59,76,68.264,4,-1.889949781
3.900000095,27,38,59,76,68.264,4,-1.866531535
3.904999971,27,38,59,76,68.264,4,-1.844393151
3.910000086,27,38,59,76,68.264,4,-1.823512158
3.914999962,27,38,59,76,68.264,4,-1.803870678
3.920000076,27,38,59,76,68.264,4,-1.785449963
3.924999952,27,38,59,76,68.264,4,-1.768233315
3.930000067,27,38,59,76,68.264,4,-1.752203573
3.934999943,27,38,59,76,68.264,4,-1.737345604
3.940000057,27,38,59,76,68.264,4,-1.723642335
3.944999933,27,38,59,76,68.264,4,-1.711074732
3.950000048,27,38,59,76,68.264,4,-1.699623505
3.954999924,27,38,59,76,68.264,4,-1.689265754
3.960000038,27,38,59,76,68.264,4,-1.679976449
3.964999914,27,38,59,76,68.264,4,-1.671724525
3.970000029,27,38,59,76,68.264,4,-1.664473697
3.974999905,27,38,59,76,68.264,4,-1.658187716
3.980000019,27,38,59,76,68.264,4,-1.652819051
3.984999895,27,38,59,76,68.264,4,-1.648318327
3.99000001,27,38,59,76,68.264,4,-1.64462966
3.994999886,27,38,59,76,68.264,4,-1.641694217
4,27,38,59,76,68.264,4,-1.639445757
4.005000114,27,38,59,76,68.264,4,-1.637817754
4.010000229,27,38,59,76,68.264,4,-1.636739573
4.014999866,27,38,59,76,68.264,4,-1.636141895
4.019999981,27,38,59,76,68.264,4,-1.635952599
4.025000095,27,38,59,76,68.264,4,-1.63610672
4.03000021,27,38,59,76,68.264,4,-1.63653851
4.034999847,27,38,59,76,68.264,4,-1.637193337
4.039999962,27,38,59,76,68.264,4,-1.638022735
4.045000076,27,38,59,76,68.264,4,-1.638987069
4.050000191,27,38,59,76,68.264,4,-1.640059794
4.054999828,27,38,59,76,68.264,4,-1.641229504
4.059999943,27,38,59,76,68.264,4,-1.642497555
4.065000057,27,38,59,76,68.264,4,-1.643881251
4.070000172,27,38,59,76,68.264,4,-1.645415055
4.074999809,27,38,59,76,68.264,4,-1.647149801
4.079999924,27,38,59,76,68.264,4,-1.649151148
4.085000038,27,38,59,76,68.264,4,-1.651502843
4.090000153,27,38,59,76,68.264,4,-1.654300488
4.09499979,27,38,59,76,68.264,4,-1.657656456
4.099999905,27,38,59,76,68.264,4,-1.661688185
4.105000019,27,38,59,76,68.264,4,-1.666526872
4.110000134,27,38,59,76,68.264,4,-1.672307365
4.114999771,27,38,59,76,68.264,4,-1.679167816
4.119999886,27,38,59,76,68.264,4,-1.687247197
4.125,27,38,59,76,68.264,4,-1.69667819
4.130000114,27,38,59,76,68.264,4,-1.707592287
4.135000229,27,38,59,76,68.264,4,-1.720109189
4.139999866,27,38,59,76,68.264,4,-1.73433664
4.144999981,27,38,59,76,68.264,4,-1.750369902
4.150000095,27,38,59,76,68.264,4,-1.768286356
4.15500021,27,38,59,76,68.264,4,-1.788148329
4.159999847,27,38,59,76,68.264,4,-1.809994449
4.164999962,27,38,59,76,68.264,4,-1.833846678
4.170000076,27,38,59,76,68.264,4,-1.859706788
4.175000191,27,38,59,76,68.264,4,-1.887554785
4.179999828,27,38,59,76,68.264,4,-1.917356013
4.184999943,27,38,59,76,68.264,4,-1.949058265
4.190000057,27,38,59,76,68.264,4,-1.982595022
4.195000172,27,38,59,76,68.264,4,-2.017892316
4.199999809,27,38,59,76,68.264,4,-2.054869307
4.204999924,27,38,59,76,68.264,4,-2.093444864
4.210000038,27,38,59,76,68.264,4,-2.133539854
4.215000153,27,38,59,76,68.264,4,-2.175091776
4.21999979,27,38,59,76,68.264,4,-2.218049778
4.224999905,27,38,59,76,68.264,4,-2.262389793
4.230000019,27,38,59,76,68.264,4,-2.308115962
4.235000134,27,38,59,76,68.264,4,-2.355269735
4.239999771,27,38,59,76,68.264,4,-2.403937098
4.244999886,27,38,59,76,68.264,4,-2.454250589
4.25,27,38,59,76,68.264,4,-2.506396847
4.255000114,27,38,59,76,68.264,4,-2.560623107
4.260000229,27,38,59,76,68.264,4,-2.617237332
4.264999866,27,38,59,76,68.264,4,-2.676610644
4.269999981,27,38,59,76,68.264,4,-2.739183619
4.275000095,27,38,59,76,68.264,4,-2.805461726
4.28000021,27,38,59,76,68.264,4,-2.876018517
4.284999847,27,38,59,76,68.264,4,-2.951495615
4.289999962,27,38,59,76,68.264,4,-3.032600085
4.295000076,27,38,59,76,68.264,4,-3.120105156
4.300000191,27,38,59,76,68.264,4,-3.21484885
4.304999828,27,38,59,76,68.264,4,-3.317731372
4.309999943,27,38,59,76,68.264,4,-3.429717395
4.315000057,27,38,59,76,68.264,4,-3.551838134
4.320000172,27,38,59,76,68.264,4,-3.685193582
4.324999809,27,38,59,76,68.264,4,-3.830948613
4.329999924,27,38,59,76,68.264,4,-3.990349799
4.335000038,27,38,59,76,68.264,4,-4.164730649
4.340000153,27,38,59,76,68.264,4,-4.355516365
4.34499979,27,38,59,76,68.264,4,-4.564245231
4.349999905,27,38,59,76,68.264,4,-4.792591531
4.355000019,27,38,59,76,68.264,4,-5.042376266
4.360000134,27,38,59,76,68.264,4,-5.315612995
4.364999771,27,38,59,76,68.264,4,-5.614542408
4.369999886,27,38,59,76,68.264,4,-5.941680878
4.375,27,38,59,76,68.264,4,-6.299891724
4.380000114,27,38,59,76,68.264,4,-6.692473159
4.385000229,27,38,59,76,68.264,4,-7.12326153
4.389999866,27,38,59,76,68.264,4,-7.596800032
4.394999981,27,38,59,76,68.264,4,-8.118534049
4.400000095,27,38,59,76,68.264,4,-8.695099874
4.40500021,27,38,59,76,68.264,4,-9.334735303
4.409999847,27,38,59,76,68.264,4,-10.04787734
4.414999962,27,38,59,76,68.264,4,-10.84804387
4.420000076,27,38,59,76,68.264,4,-11.75324339
4.425000191,27,38,59,76,68.264,4,-12.78823828
4.429999828,27,38,59,76,68.264,4,-13.98847588
4.434999943,27,38,59,76,68.264,4,-15.40733641
4.440000057,27,38,59,76,68.264,4,-17.13081094
4.445000172,27,38,59,76,68.264,4,-19.31110437
4.449999809,27,38,59,76,68.264,4,-22.25909583
4.454999924,27,38,59,76,68.264,4,-26.78984624
4.460000038,27,38,59,76,68.264,4,-36.84591024
4.465000153,27,38,59,76,68.264,4,-35.25004558
4.46999979,27,38,59,76,68.264,4,-26.26142444
4.474999905,27,38,59,76,68.264,4,-21.95109245
4.480000019,27,38,59,76,68.264,4,-19.1009322
4.485000134,27,38,59,76,68.264,4,-16.97750983
4.489999771,27,38,59,76,68.264,4,-15.29224437
4.494999886,27,38,59,76,68.264,4,-13.90150129
4.5,27,38,59,76,68.264,4,-12.72329404
4.505000114,27,38,59,76,68.264,4,-11.70635859
4.510000229,27,38,59,76,68.264,4,-10.81647359
4.514999866,27,38,59,76,68.264,4,-10.02963793
4.519999981,27,38,59,76,68.264,4,-9.328344413
4.525000095,27,38,59,76,68.264,4,-8.699416436
